Código,Provincia,Municipio,Localidad,Tipo,Institución,Dirección,Teléfono,Horario,Más info,Correo Electrónico,Web,Latitud,Longitud
5788,San Juan,San Juan,SAN JUAN,Legal,"Juzgado de Familia, Niñez y Adolescencia N4",Mitre y Jujuy,(0264) 4220001 / 4200371 / (0264) 155463413,Lunes a Viernes de 7 a 13 Hs.,Organismo de Competencia Jurídica,juzfam1-sjn@jussanjuan.gov.ar,,-31.53747,-68.52009
8170,San Juan,San Juan,SAN JUAN,Legal,"Oficina de la Mujer, OVD",Rivadavia 628 Este,(0264) 4215929 (Interno: 122),Lunes a Viernes de 8 a 13 Hs.,Asesoramiento / Patrocinio Jurídico,oficinamujersj@gmail.com,,-31.55113,-68.56067
8781,San Juan,San Juan,SAN JUAN,Legal,"Programa Acercar Derechos (PAD), Sede San Juan","9 de Julio 168, CDR",Atención Presencial y Correo Electrónico,Lunes a Viernes de 8 a 14 Hs.,Acercar Derechos (PAD) / Asistencia Interdisciplinaria,padsanjuan@mingeneros.gob.ar,https://www.argentina.gob.ar/Géneros/programa-acercar-derechos,-31.54277757,-68.52751072
5773,San Juan,San Juan,SAN JUAN,Otra,"Centro de Referencia, CDR","9 de Julio 168, Este",(0264) 4217468,Lunes a Viernes de 7 a 15 Hs.,Oficina del Ministerio de Desarrollo Social de la Nación,cdrsanjuan@desarrollosocial.gob.ar,,-31.54423,-68.54373
5769,San Juan,San Juan,SAN JUAN,Otra,Dirección de Adultes Mayores,Salta 370,(0264) 4319335,Lunes a Viernes de 7 a 14 Hs.,Servicio Social,diradultosmayores@sanjuan.gov.ar,,-31.523231,-68.5168361663818
5780,San Juan,San Juan,SAN JUAN,Otra,Dirección de Migraciones,Santa Fe 548,(0264) 4222173,Lunes a Viernes de 8 a 13 Hs.,Oficina del Ministerio del Interior de Nación,del.sanjuan@migraciones.gov.ar,,-31.5374703,-68.518227
5757,San Juan,San Juan,SAN JUAN,Otra,Dirección de Personas con Discapacidad,Avenida Rivadavia 641,(0264) 4216606,Lunes a Viernes de 8 a 14 Hs.,Asistencia Interdisciplinaria para personas con discapacidad,direcc.discapacidad@sanjuan.gov.ar,,-31.5341903725043,-68.5167490799942
5782,San Juan,San Juan,SAN JUAN,Otra,"Instituto Nacional Contra la Discriminación, la Xenofobia y el Racismo, Inadi",Bernardino Rivadavia oeste 665,168 / (0264) 4204171,Lunes a Viernes de 8 a 15 Hs.,Denuncias / Asesoramiento Por Discriminación,sanjuan@inadi.gob.ar,https://www.argentina.gob.ar/inadi/delegaciones,-31.535107,-68.518855
5770,San Juan,San Juan,SAN JUAN,Otra,Ministerio de Desarrollo Humano de la Provincia de San Juan,Avenida del libertador San Martín 750 Oeste,(0264) 4306125,Lunes a Viernes de 7 a 20 Hs.,Acompañar (UDA) / Servicio Social,,,-31.53613,-68.53764
5795,San Juan,San Juan,SAN JUAN,Otra,Subsecretaría de Trabajo,Santa Fe 77,(0264) 4203505 / 6,Lunes a Viernes de 7 a 12 Hs.,Asesoramiento en Violencia Laboral,trabajo.denuncias@sanjuan.gov.ar,,-31.53842,-68.51473
5796,San Juan,San Juan,SAN JUAN,Otra,Violencia Laboral,"Centro Civico Piso 3, Nucleo 6",(0264) 4305979,Lunes a Viernes de 7 a 13 Hs.,Asistencia Interdisciplinaria,violencialaboral@sanjuan.gov.ar,,-31.5335102,-68.527901
5794,San Juan,San Juan,SAN JUAN,Salud,Hospital Rawson,Rawson 494,(0264) 4224005 / 4227404 / 4134221,24 Hs.,Asistencia Interdisciplinaria,admisionhgr@gmail.com,,-31.5168190433283,-68.5159860999999
5758,San Juan,San Juan,SAN JUAN,Salud,Sistema de Atención Médica de Emergencias - SAME,Atención Telefónica,107,24 Hs.,Urgencia / Emergencia,,,-31.5106792,-68.524266
5772,San Juan,San Juan,SAN JUAN,Seguridad,Agencia de Sumariados de la Fuerza de Seguridad de Cuyo,Rivadavia 44 Este,(0264) 4203100,24 Hs.,Denuncias / Asuntos Internos,"agenciafederalcuyo@policiafederal.gov.ar, cigenero@policiafederal.gov.ar",,-31.5385314,-68.526799
5771,San Juan,San Juan,SAN JUAN,Seguridad,Área de Control y Gestión Dependiente del Ministerio de Gobierno,Entre Ríos 343 Sur,(0264) 4222812,Lunes a Viernes de 8 a 14 Hs.,Denuncias / Asuntos Internos,,,-31.5321491,-68.526935
5776,San Juan,San Juan,SAN JUAN,Seguridad,Comisaría N1,Avenida Alem y Rivadavia,(0264) 4222321,24 Hs.,Móvil / Derivación,comisaria1@policiasanjuan911.gov.ar,,-31.52858,-68.53348
5777,San Juan,San Juan,SAN JUAN,Seguridad,Comisaría N2,Juan Jufre 184,(0264) 4212526,24 Hs.,Móvil / Derivación,,,-31.5369333,-68.5302293
5778,San Juan,San Juan,SAN JUAN,Seguridad,Comisaría N3,Agustín Gómez y General Acha,(0264) 4224505,24 Hs.,Móvil / Derivación,comisaria3@policiasanjuan911.gov.ar,,-31.5401006,-68.5396042
5779,San Juan,San Juan,SAN JUAN,Seguridad,Comisaría N4,Paula Sarmiento y Avenida Libertador,(0264) 4231880,24 Hs.,Móvil / Derivación,comisaria4@policiadesanjuan911.gov.ar,,-31.53096,-68.55381
5775,San Juan,San Juan,SAN JUAN,Seguridad,División Sanidad Policial,"Tucuman s/n, esquina y Riobamba",(0264) 4280378,24 Hs.,Móvil / Derivación,div.sanidad@policia.sanjuan.gob.ar,,-31.5499564,-68.5551191
5798,San Juan,San Martín,VILLA SAN MARTIN,Áreas de Género y Diversidad,Área Mujer,Avenida Sarmiento 112 y Godoy Cruz,(0264) 4971027 / 4971230 / 4971231 / 4971232 / (0264) 156624094,Lunes a Viernes de 7 a 13 Hs.,Asistencia Interdisciplinaria,areamujersanmartin@hotmail.com,,-31.5411996052889,-68.3537149429321
5797,San Juan,San Martín,VILLA SAN MARTIN,Otra,"Centro Integrador Comunitario, CIC","Calle Nacional, entre Calle Rodriguez y Calle Quiroga",(0264) 155633338 / (0264) 4971232 (Interno: 1),Lunes a Viernes de 7 a 13 Hs. y de 16 a 21 Hs.,Asistencia Interdisciplinaria,,,-31.4206242507609,-68.5190852569603
5801,San Juan,San Martín,VILLA SAN MARTIN,Salud,"Centro Integrador Comunitario, CIC, la Puntilla",20 de Junio y Florida,Atención Presencial,24 Hs.,Asistencia Interdisciplinaria,,,-31.516761980837,-68.3526471246019
5802,San Juan,San Martín,VILLA SAN MARTIN,Salud,Hospital Dra. Stella Molina,Avenida Sarmiento y Meglioli,(0264) 4971267,24 Hs.,Asistencia Interdisciplinaria,,,-31.51756,-68.35112
5799,San Juan,San Martín,VILLA SAN MARTIN,Seguridad,Comisaría N19,Avenida Sarmiento s/n,(0264) 4971036,24 Hs.,Móvil / Derivación,comisaria19@policiadesanjuan911.gov.ar,,-31.53351,-68.3527708053588
5803,San Juan,Santa Lucía,SANTA LUCIA,Áreas de Género y Diversidad,Área Mujer,Antonio Aberastain 590,(0264) 4250482 / 4250618 (Interno: 265),Lunes a Viernes de 8 a 13 Hs.,Asistencia Interdisciplinaria,areamujersantalucia@yahoo.com.ar,,-31.540802,-68.518367
5804,San Juan,Santa Lucía,SANTA LUCIA,Otra,Área de Acción Social,Antonio Aberastain 590,(0264) 4250482 (Interno: 266),Lunes a Viernes de 7 a 13 Hs.,Asistencia Interdisciplinaria,,,-31.540802,-68.518367
5807,San Juan,Santa Lucía,SANTA LUCIA,Salud,Centro de Salud,Cabildo y San Lorenzo,(0264) 4214044,Lunes a Viernes de 7 a 19 Hs. / Sábados de 7 a 13 Hs.,Asistencia Interdisciplinaria,,,-31.52145,-68.50103
5805,San Juan,Santa Lucía,SANTA LUCIA,Seguridad,Comisaría N29,Cabildo 969,(0264) 4229566,24 Hs.,Móvil / Derivación,comisaria29@policiadesanjuan911.gov.ar,,-31.513565,-68.50004
5806,San Juan,Santa Lucía,SANTA LUCIA,Seguridad,Comisaría N5,Hipólito Yrigoyen 670,(0264) 4250040,24 Hs.,Móvil / Derivación,comisaria5@policiadesanjuan911.gov.ar,,-31.540896,-68.497234
5808,San Juan,Sarmiento,LOS BERROS,Salud,Hospital Los Berros,Tucuman y Ruta Nacional 153.,(0264) 4975122,24 Hs.,Asistencia Interdisciplinaria,,,-31.95342,-68.65283
8084,San Juan,Sarmiento,VILLA MEDIA AGUA,Áreas de Género y Diversidad,Área Mujer,José Ares y 9 de Julio,(0264) 4941004,Lunes a Viernes de 7 a 13 Hs.,Asistencia Interdisciplinaria,areamujersarmiento@gmail.com,,-31.98424,-68.42888
5810,San Juan,Sarmiento,VILLA MEDIA AGUA,Salud,Hospital Ventura Lloveras,9 de Julio y Neuquen,(0264) 4941004,24 Hs.,Asistencia Interdisciplinaria,,,-31.98427,-68.42752
5809,San Juan,Sarmiento,VILLA MEDIA AGUA,Seguridad,Comisaría N8,Rivadavia s/n,(0264) 4941009,24 Hs.,Denuncias,"comisariaoctava19@gmail.com, comisaria8@policia.sanjuan.gov.ar",,-31.980837,-68.426671
5811,San Juan,Ullum,VILLA IBAÑEZ,Áreas de Género y Diversidad,Área Mujer,"Calle Principal s/n, Barrio Dique Ullum I, Calle Salta, Casa 40",(0264) 154407972,Lunes a Viernes de 7 a 13 Hs.,Asistencia Interdisciplinaria,areamujer.ulllum@gmail.com,,-31.4582271,-68.7246319
5813,San Juan,Ullum,VILLA IBAÑEZ,Salud,Centro de Salud,Villa Ibañez Ruta 60,(0264) 4943008,Lunes a Sábados de 7 a 13 Hs.,Asistencia Interdisciplinaria,capsullum2019@gmail.com,,-31.459513,-68.721971
5812,San Juan,Ullum,VILLA IBAÑEZ,Seguridad,Comisaría N15,Valentín Ruiz s/n y Vidart,(0264) 4943104,24 Hs.,Móvil / Derivación,comisaria15@policiadesanjuan911.gov.ar,,-31.56178,-68.55557
5814,San Juan,Valle Fértil,VILLA SAN AGUSTIN,Áreas de Género y Diversidad,Área Mujer,General Acha 52,(02646) 420192 / 420113,Lunes a Miércoles de 8 a 13 Hs. y de 16 a 20 Hs.,Asistencia Interdisciplinaria,"areamunicipalmujervallefertil@gmail.com, vallefertilgobierno@yahoo.com.ar",,-30.633886614301,-67.4671016735142
5816,San Juan,Valle Fértil,VILLA SAN AGUSTIN,Salud,Hospital de Valle Fértil,General Acha y 25 de Mayo,(02646) 420188 / 420091,24 Hs.,Asistencia Interdisciplinaria,,,-30.629646,-67.465924
5815,San Juan,Valle Fértil,VILLA SAN AGUSTIN,Seguridad,Comisaría N12,Rivadavia y General Acha,(02646) 420100,24 Hs.,Denuncias,comisaria12@policia.sanjuan.gov.ar,,-30.6333536187001,-67.4704184005009
5817,San Juan,Zonda,VILLA BASILIO NIEVAS,Áreas de Género y Diversidad,Área Mujer,Ruta 12 Km 24,(0264) 4945045 / 4945001 / (0264) 155770246,Lunes a Viernes de 8:30 a 13 Hs.,Asistencia Interdisciplinaria,areamujerazonda21@gmail.com,,-31.53875,-68.59532
5818,San Juan,Zonda,VILLA BASILIO NIEVAS,Seguridad,Comisaría N14,Ruta 12 Km 24,(0264) 4945002,24 Hs.,Denuncias,comisaria14@policia.sanjuan.gov.ar,,-31.53875,-68.59532
5903,San Luis,Alto Pencoso,ALTO PENCOSO,Otra,Área de Acción Social,San Martín s/n,(02664) 4429640,Lunes a Viernes de 8 a 13 Hs.,Servicio Social,,,-33.4306363842929,-66.9279669116981
5904,San Luis,Alto Pencoso,ALTO PENCOSO,Seguridad,Destacamento,Belgrano s/n,0800-333-9434 / (02664) 452000 (Interno: 5517),24 Hs.,Denuncias,desta8@sanluis.gov.ar,,-33.4306363842929,-66.9279669116981
5889,San Luis,Anchorena,ANCHORENA,Otra,Área de Acción Social,Avenida San Luis s/n,(02664) 15889228,Lunes a Viernes de 7 a 13 Hs.,Orientación / Derivación,municipalidadanchorena@gmail.com,,-35.6545307830544,-65.4267869844064
5890,San Luis,Arizona,ARIZONA,Áreas de Género y Diversidad,Área de Desarrollo Social,Avenida Santa Marina 315,0800-333-9434 / (02664) 452000 (Interno: 8802),Lunes a Viernes de 8 a 13 Hs.,Asistencia Interdisciplinaria,,,-35.7229145031177,-65.3187210360081
5892,San Luis,Arizona,ARIZONA,Legal,Juzgado de Paz,Casa 2,Atención Presencial,Lunes a Viernes de 8 a 13 Hs.,Medidas Preventivas,,,-35.721551,-65.326528
5893,San Luis,Arizona,ARIZONA,Salud,Hospital Dr. Miguel Ángel Palermo,Juan Bautista Alberdi 361,0800-333-9434 / (02664) 452000 (Interno: 5419),24 Hs.,Asistencia Interdisciplinaria,,,-35.72617,-65.32351
5891,San Luis,Arizona,ARIZONA,Seguridad,Comisaría N43,"San Martín s/n, esquina Santamarina",0800-333-9434 / (02664) 452000 (Interno: 5914),24 Hs.,Denuncias,comisariadistrito43@sanluis.gov.ar,,-35.726668865493,-65.3204740929634
5894,San Luis,Buena Esperanza,BUENA ESPERANZA,Áreas de Género y Diversidad,Área de Acción Social,Pedernera 159 y Mitre,(0262) 5572816,Lunes a Viernes de 7 a 13 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,municipalidadbe@hotmail.com,,-34.75736,-65.25812
5896,San Luis,Buena Esperanza,BUENA ESPERANZA,Legal,Juzgado de Paz,25 de Mayo s/n,Atención Presencial y Correo Electrónico,Lunes a Viernes de 7 a 13 Hs.,Medidas Preventivas,jplbuenaesperanza@justiciasanluis.gov.ar,,-34.7563345687041,-65.2517418958981
5898,San Luis,Buena Esperanza,BUENA ESPERANZA,Salud,Hospital Zonal Buena Esperanza,Pedernera 100,0800-333-9434 / (02658) 420057 / (02664) 452000,24 Hs.,Asistencia Interdisciplinaria,,,-34.75736,-65.25812
5895,San Luis,Buena Esperanza,BUENA ESPERANZA,Seguridad,Comisaría N19,"Avenida Pedernera, esquina Mitre",(02658) 420025,24 Hs.,Denuncias,comisaria19@sanluis.gov.ar,,-34.757535,-65.252815
8098,San Luis,Candelaria,CANDELARIA,Áreas de Género y Diversidad,"Delegación de la Secretaría de la Mujer, Diversidad e Igualdad",San Martín 1301,(02665) 452000 (Interno 3624),Lunes a Viernes de 9 a 15 Hs.,Orientación / Derivación,atencioalasviolenciasayacucho@gmail.com,,-32.0641141,-65.8250958
5849,San Luis,Carolina,CAROLINA,Salud,Centro de Salud,16 de Julio s/n,0800-333-9434 / (02651) 490205 / (02664) 452000 (Interno: 5101),24 Hs.,Servicio Social,,http://www.salud.sanluis.gov.ar,-32.8041787764252,-66.092504601306
5946,San Luis,Carpinteria,CARPINTERIA,Otra,Municipalidad,Pringles y San Martín,(02656) 479006,Lunes a Viernes de 7:30 a 13:30 Hs.,Servicio Social,,,-32.4103575936255,-65.0107368392315
5947,San Luis,Carpinteria,CARPINTERIA,Seguridad,Subcomisaría N19,"Avenida Belgrano s/n, entre Manuel Salaz y Pedro Ponce",0800-333-9434 / (02664) 452000 (Interno: 5813),24 Hs.,Denuncias,subcom19@hotmail.com,,-32.41551,-65.008809
5835,San Luis,Concaran,CONCARAN,Áreas de Género y Diversidad,Secretaría de la Mujer Género Diversidad y Juventud,Pringles s/n y San Martín,(02656) 480879,Lunes a Viernes de 7 a 13 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,"secretariasocialmunicipalidad@gmail.com, secretariadelajuventudconcaran@gmail.com",,-32.5607275180287,-65.2452806076649
5838,San Luis,Concaran,CONCARAN,Legal,Juzgado de Familia y el Menor,"Pringles 407, esquina Hermanos Mora",(02656) 481331 / 481166 (Interno: 122),Lunes a Viernes de 7 a 15 Hs.,Denuncias / Organismo de Competencia Jurídica,jf1con@justiciasanluis.gob.ar,https://www.justiciasanluis.gov.ar,-32.5612298110413,-65.2449827398625
5836,San Luis,Concaran,CONCARAN,Otra,Área de Acción Social,Pringles y San Martín,(0266) 154000553 / (02656) 480879,Lunes a Viernes de 7 a 13 Hs.,Servicio Social,secretariasocialmunicipalidad@gmail.com,,-32.5603970211901,-65.2450044094703
5839,San Luis,Concaran,CONCARAN,Salud,Hospital Concaran,Juan M. de Rosas 1172,0800-333-9434 / (02656) 480100 / 480614 / (02664) 452000 (Interno: 5300),24 Hs.,Asistencia Interdisciplinaria,,,-32.5581455653535,-65.2462449587637
5837,San Luis,Concaran,CONCARAN,Seguridad,Comisaría N22,"San Martín s/n ,esquina Pringles",(02656) 480113,24 Hs.,Denuncias,comisa22@sanluis.gov.ar,,-32.5601267985075,-65.244834888856
5850,San Luis,Estancia Grande,ESTANCIA GRANDE,Áreas de Género y Diversidad,Área de Acción Social,"Ruta 18 s/n, a 50 metros de la comisaría",0800-333-9434 / (02664) 452000 (Interno: 4060 / 6215),Lunes a Viernes de 8 a 14 Hs.,Asistencia Interdisciplinaria,muniestanciagrande@gmail.com,,-33.2022114632225,-66.1514496803283
5852,San Luis,Estancia Grande,ESTANCIA GRANDE,Salud,Centro de Salud,Ruta 18,0800-333-9434 / (02664) 452000 (Interno: 5109),Lunes a Viernes de 8 a 12 Hs.,Asistencia Interdisciplinaria,,,-33.201196,-66.1353349685669
5851,San Luis,Estancia Grande,ESTANCIA GRANDE,Seguridad,Comisaría Distrito 1era El Durazno,Camino de las Pulperias s/n,0800-333-9434 / (02664) 452000 (Interno: 5612),24 Hs.,Denuncias,comisariadtto1@gmail.com,,-33.2027680528371,-66.1356353759765
5899,San Luis,Fortuna,FORTUNA,Otra,Área de Acción Social,Avenida Belgrano 282,0800-333-9434 / (02664) 452000 (Interno: 8807),Lunes a Viernes de 8 a 13 Hs.,Servicio Social,municipiofortuna05@gmail.com,,-35.1282918635603,-65.3818218917708
5901,San Luis,Fortuna,FORTUNA,Salud,Hospital Dr. Moni Haimoff,Sarmiento s/n,0800-333-9434 / (02658) 494004 / (02664) 452000 (Interno: 5165),24 Hs.,Asistencia Interdisciplinaria,,,-35.1296,-65.3835
5900,San Luis,Fortuna,FORTUNA,Seguridad,Destacamento N28,Avenida San Martín 317,0800-333-9434 / (02664) 452000 (Interno: 5916),24 Hs.,Denuncias,,,-35.13052,-65.38237
8644,San Luis,Juana Koslay,JUANA KOSLAY,Áreas de Género y Diversidad,Programa de Inclusión y Contención Social,"Avenida del Viento Chorrillero 2574, Centro Cultural Juana Koslay",(0266) 4490251,Lunes a Viernes de 8 a 13 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,programacontencionsocial@juanakoslay.gob.ar,,-33.28414,-66.24807
5918,San Luis,Juana Koslay,JUANA KOSLAY,Seguridad,Comisaría N5,"Avenida del Viento Chorrillero s/n, esquina Anchorena",(0266) 4459480,24 Hs.,Denuncias,comisa05@sanluis.gov.ar,,-33.2680851223647,-66.2336271054795
5965,San Luis,Juana Koslay,LAS CHACRAS,Legal,Juzgado de Paz,Paraje Quebrada del Alumbre s/n,(02664) 242501,Lunes a Viernes de 8 a 13 Hs.,Medidas Preventivas,,,-33.2578545156256,-66.2422728700498
5865,San Luis,Justo Daract,JUSTO DARACT,Otra,Área de Acción Social,"Pasaje Maipú s/n, entre Hipólito Yrigoyen y entre Ríos, SUM 2 de Abril",(02657) 480388 / 480131 / (02657) 15601007 / 15307650,Lunes a Viernes de 8 a 13 Hs.,Acompañar (UDA) / Servicio Social,accionsocial@justodaract.gob.ar,,-33.8586898855178,-65.1812556102312
5868,San Luis,Justo Daract,JUSTO DARACT,Otra,Área de Acción Social,"Hipólito Yrigoyen 349, entre Maipú y Alte. Brown",(02657) 480131/ (02657) 15690748,Lunes a Viernes de 7 a 13 Hs.,Servicio Social,"municipiojdaract@sanluis.gov.ar, accionsocialmjd@gmail.com",,-33.8585802649814,-65.1813258097766
5869,San Luis,Justo Daract,JUSTO DARACT,Salud,Hospital Local Justo Daract,Pringles 136,0800-333-9434 / (02657) 480136 / (02664) 452000 (Interno: 5403),Lunes a Viernes de 7 a 14 Hs.,Asistencia Interdisciplinaria,,,-33.8580010093594,-65.1836121995757
5867,San Luis,Justo Daract,JUSTO DARACT,Seguridad,Comisaría N18,Almirante Brown y Entre Ríos,(02657) 480066,24 Hs.,Denuncias,"comisaria18va@yahoo.com.ar, judicialdaract@gmail.com",,-33.8596394078555,-65.181608536863
5831,San Luis,La Calera,LA CALERA,Legal,Juzgado de Paz,Don Pedro s/n,(02664) 445118,Lunes a Viernes de 8 a 13 Hs.,Denuncias / Medidas Preventivas,,,-32.8627195733736,-66.8506230525687
5871,San Luis,La Punilla,LA PUNILLA,Salud,Sala de Atención Primaria,Ruta 10 y Ruta 1,0800-333-9434 / (02664) 452000 (Interno: 5431),Lunes a Viernes de 7 a 15 Hs.,Asistencia Interdisciplinaria,,,-33.1363919134725,-65.128513964183
5870,San Luis,La Punilla,LA PUNILLA,Seguridad,Destacamento Limítrofe 5,Ruta 1 Km 94,0800-333-9434 / (02664) 452000 (Interno: 4261),24 Hs.,Denuncias,,,-33.1429537099622,-65.0861306811866
8663,San Luis,La Punta,CIUDAD DE LA PUNTA,Áreas de Género y Diversidad,Área Mujer,"Boulevard Tobar García s/n, Módulo 6, Manzana 28, Casa 2",(02664) 452000 / (0266) 154589565,Lunes a Viernes de 8 a 18 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,areadelamujermdlp@gmail.com,,-33.17503,-66.31062
8149,San Luis,La Toma,LA TOMA,Áreas de Género y Diversidad,"Coordinación de Políticas de la Mujer, Diversidad e Igualdad","Avenida Belgrano s/n, esquina Rivadavia",(02655) 421210 / (0266) 154861080 (24Hs.),Lunes a Viernes de 8 a 13 Hs.,Asistencia Interdisciplinaria,mujerdiversidadigualdadlt@gmail.com,,-33.05185,-65.62144
5853,San Luis,La Toma,LA TOMA,Áreas de Género y Diversidad,Secretaría de las Mujeres,"Avenida Belgrano 70, esquina Rivadavia",(02665) 421210 / (0266) 154861080,Lunes a Viernes de 8 a 13 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,"gobiernolatoma@gmail.com, mujerdiversidadigualdadlt@gmail.com",,-33.059659,-65.620408
5854,San Luis,La Toma,LA TOMA,Otra,Municipalidad,Belgrano y Rivadavia,(02655) 421210 / 421530,Lunes a Viernes de 8 a 13 Hs.,Servicio Social,,,-33.05185,-65.62144
5856,San Luis,La Toma,LA TOMA,Salud,Hospital Zonal La Toma,Hipólito Yrigoyen y Chacabuco,0800-333-9434 / (02655) 421248 / (02664) 452000 (Interno: 5100 / 5137),24 Hs.,Asistencia Interdisciplinaria,,,-33.05345,-65.62435
5855,San Luis,La Toma,LA TOMA,Seguridad,Comisaría N16,"Balcarce s/n, esquina Moreno",0800-333-9434 / (02655) 421213 / (02664) 452000 (Interno: 5600),24 Hs.,Denuncias,comisadtto16@gmail.com,,-33.05262,-65.61885
5968,San Luis,Las Lagunas,LAS LAGUNAS,Legal,Juzgado de Paz,"Felipe Sosa s/n, Centro Civico",0800-333-9434 / (02664) 4837794 / (02664) 452000 (Interno: 8407),Lunes a Viernes de 7 a 13 Hs.,Medidas Preventivas,,,-32.628148,-65.548251
5966,San Luis,Las Lagunas,LAS LAGUNAS,Otra,Área de Acción Social,"Centro Civico las Lagunas s/n, entre Ruta Provincial N8 y Juan Domingo Perón",(02656) 477540,Lunes a Viernes de 8 a 13 Hs.,Orientación / Derivación,municipalidaddelaslagunas@hotmail.com,,-32.6278043,-65.5482744
5967,San Luis,Las Lagunas,LAS LAGUNAS,Seguridad,Comisaría,Centro Civico las Lagunas s/n,0800-333-9434 / (02664) 452000 (Interno: 6508),24 Hs.,Denuncias,,,-32.62774,-65.548256
5820,San Luis,Lujan,LUJAN,Legal,Juzgado de Paz,Pringles s/n,(0266) 155045434 / 155045434,Lunes a Viernes de 7 a 13 Hs.,Denuncias / Medidas Preventivas,,,-32.3660349058479,-65.9425439975458
5819,San Luis,Lujan,LUJAN,Seguridad,Comisaría Distrito 35 Sargento Yolanda Fernández,"Pringles s/n, esquina Mitre",(02651) 493191 / (02664) 452000,24 Hs.,Denuncias,comisaria35lujan@gmail.com,,-32.3681531981508,-65.9344378514601
8136,San Luis,Merlo,MERLO,Áreas de Género y Diversidad,"Programa Mujer, Diversidad y Género, Secretaría Legal y Técnica","Coronel Mercau 605, Barrio Villa Merlo",(02656) 475210,Lunes a Viernes de 8 a 13 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,legalytecnica.mvm@gmail.com,,-32.342899,-65.014253
5953,San Luis,Merlo,MERLO,Áreas de Género y Diversidad,"Secretaría de las Mujeres, Diversidad e Igualdad","Los Almendros 940, entre la Luna y Martes",(02665) 15136331 / (02664) 452000 (Interno: 8726),Lunes a Viernes de 8 a 16 Hs.,Asistencia Interdisciplinaria,mujerdiversidadigualdadmerlo@gmail.com,,-32.3479172704037,-65.000025
5955,San Luis,Merlo,MERLO,Otra,"Centro Integrador Comunitario, CIC","Avenida del Libertador s/n, Barrio Barranca Colorada",(02656) 472029 / 470145 / 476214,Lunes a Viernes de 8 a 19 Hs.,Asistencia Interdisciplinaria,saludcapsmerlo@hotmail.com.ar,,-32.3341,-65.00618
5952,San Luis,Merlo,MERLO,Otra,Desarrollo Humano y Acción Social,"Avenida Libertador s/n, entre Pueyrredon y Maipu",(02656) 476214,Lunes a Viernes de 7 a 19 Hs.,Servicio Social,dirpolsociales.mdm@gmail.com,,-32.3341,-65.00618
5954,San Luis,Merlo,MERLO,Otra,Desarrollo Humano y Acción Social,Avenida Libertador s/n y Avenida del Deporte,(02656) 476214 / 474631,Lunes a Viernes de 7:30 a 19 Hs.,Asistencia Interdisciplinaria,dirpolsociales.mvm@gmail.com,,-32.3339535538629,-65.006220934632
5958,San Luis,Merlo,MERLO,Salud,Hospital Madre Catalina Rodríguez,Ruta 1 entre El Ceibo y la Amistad,(02656) 473712,24 Hs.,Asistencia Interdisciplinaria,,,-32.3515451,-65.0210372
9294,San Luis,Merlo,MERLO,Salud,Sistema de Atención Médica de Emergencias - SAME,Atención Telefónica y Correo Electrónico,107,24 Hs.,Urgencia / Emergencia,semprosalud.sl@gmail.com,,-32.34715,-65.016084
5956,San Luis,Merlo,MERLO,Seguridad,Comisaría N26,Avenida Norte 1600,0800-333-9434 / (02664) 452000 (Interno: 5805),24 Hs.,Denuncias,comisa26@sanluis.gov.ar,,-32.3343087384584,-65.0145334889061
5957,San Luis,Merlo,MERLO,Seguridad,Comisaría N42,"Ruta 1 s/n, esquina Boulevar El Ceibo, Frente al Hospital Nuevo Madre Catalina Rodriguez",0800-333-9434 / (02664) 459480 / (02664) 452000 (Interno: 5807),24 Hs.,Denuncias,comisaria42@sanluis.gov.ar,,-32.351481,-65.016101
5842,San Luis,Naschel,NASCHEL,Legal,Juzgado de Paz,9 de Julio 550,Atención Presencial,Lunes a Viernes de 8 a 13 Hs.,Medidas Preventivas,,,-32.9153316432973,-65.3725870796529
5840,San Luis,Naschel,NASCHEL,Otra,Área de Acción Social,"Belgrano 498, Barrio Centro",(02656) 491025 / (02657) 15235700,Lunes a Viernes de 7 a 13 Hs.,Servicio Social,municipalidad@naschel.gov.ar,,-32.9154180868486,-65.3752495340458
5843,San Luis,Naschel,NASCHEL,Salud,Hospital Dr. Gregorio Levi,Belgrano y Lafinur,(02656) 491040,24 Hs.,Asistencia Interdisciplinaria,hospitaldenaschel2018@gmail.com,,-32.91399,-65.37467
5841,San Luis,Naschel,NASCHEL,Seguridad,Comisaría N24,"Pedernera s/n, esquina 25 de Mayo",0800-333-9434 / (02656) 491024 / (02664) 452000 (Interno: 5803),24 Hs.,Denuncias,comisa24@sanluis.gov.ar,,-32.91539,-65.37402
